pubchem_cid	protein	docking_score
863	tmprss2	-5.20
20055036	protease	-7.60
20055036	polymerase	-7.80
20055036	papainlike	-6.90
20055036	ace2	-8.60
20055036	spike_rbd	-6.70
20055036	nucleocapsid	-9.30
20055036	tmprss2	-6.90
3793	protease	-8.10
3793	polymerase	-8.00
3793	papainlike	-7.70
3793	ace2	-9.40
3793	spike_rbd	-7.80
3793	nucleocapsid	-9.50
3793	tmprss2	-8.60
10660	protease	-5.50
10660	polymerase	-6.10
10660	papainlike	-5.90
10660	ace2	-6.50
10660	spike_rbd	-5.90
10660	nucleocapsid	-6.80
10660	tmprss2	-6.10
54707177	protease	-7.00
54707177	polymerase	-7.60
54707177	papainlike	-6.80
54707177	ace2	-8.80
54707177	spike_rbd	-7.70
54707177	nucleocapsid	-8.60
54707177	tmprss2	-8.50
9351	protease	-6.60
9351	polymerase	-6.60
9351	papainlike	-5.70
9351	ace2	-7.00
9351	spike_rbd	-6.20
9351	nucleocapsid	-6.40
9351	tmprss2	-6.30
54360	protease	-7.30
54360	polymerase	-7.80
54360	papainlike	-7.70
54360	ace2	-7.90
54360	spike_rbd	-8.10
54360	nucleocapsid	-9.00
54360	tmprss2	-7.60
5325	protease	-7.10
5325	polymerase	-7.00
5325	papainlike	-6.70
5325	ace2	-7.10
5325	spike_rbd	-6.40
5325	nucleocapsid	-7.60
5325	tmprss2	-7.10
6436	protease	-7.50
6436	polymerase	-8.00
6436	papainlike	-7.50
6436	ace2	-8.10
6436	spike_rbd	-8.00
6436	nucleocapsid	-9.90
6436	tmprss2	-8.60
94330	protease	-6.30
94330	polymerase	-6.50
94330	papainlike	-5.30
94330	ace2	-7.70
94330	spike_rbd	-6.00
94330	nucleocapsid	-8.60
94330	tmprss2	-6.20
6918289	protease	-9.60
6918289	polymerase	-9.30
6918289	papainlike	-8.10
6918289	ace2	-10.40
6918289	spike_rbd	-8.00
6918289	nucleocapsid	-9.30
6918289	tmprss2	-8.30
16213095	protease	-5.30
16213095	polymerase	-5.70
16213095	papainlike	-5.50
16213095	ace2	-5.90
16213095	spike_rbd	-6.20
16213095	nucleocapsid	-6.00
16213095	tmprss2	-6.20
5360733	protease	-7.30
5360733	polymerase	-8.00
5360733	papainlike	-7.00
5360733	ace2	-7.60
5360733	spike_rbd	-7.30
5360733	nucleocapsid	-9.30
5360733	tmprss2	-7.40
3883	protease	-7.10
3883	polymerase	-7.40
3883	papainlike	-7.00
3883	ace2	-7.80
3883	spike_rbd	-8.00
3883	nucleocapsid	-8.50
3883	tmprss2	-7.00
4236	protease	-6.70
4236	polymerase	-6.70
4236	papainlike	-6.50
4236	ace2	-7.10
4236	spike_rbd	-6.50
4236	nucleocapsid	-7.60
4236	tmprss2	-6.90
2805	protease	-6.10
2805	polymerase	-7.40
2805	papainlike	-6.90
2805	ace2	-7.40
2805	spike_rbd	-6.70
2805	nucleocapsid	-8.00
2805	tmprss2	-7.00
21467	protease	-5.00
21467	polymerase	-5.40
21467	papainlike	-4.70
21467	ace2	-6.50
21467	spike_rbd	-5.60
21467	nucleocapsid	-5.60
21467	tmprss2	-5.20
9051	protease	-7.00
9051	polymerase	-8.40
9051	papainlike	-7.30
9051	ace2	-8.50
9051	spike_rbd	-7.60
9051	nucleocapsid	-9.10
9051	tmprss2	-8.00
4990	protease	-6.00
4990	polymerase	-6.80
4990	papainlike	-6.00
4990	ace2	-6.70
4990	spike_rbd	-6.50
4990	nucleocapsid	-6.80
4990	tmprss2	-6.20
13770	protease	-8.00
13770	polymerase	-7.90
13770	papainlike	-7.60
13770	ace2	-8.30
13770	spike_rbd	-7.80
13770	nucleocapsid	-8.50
13770	tmprss2	-8.50
15052414	protease	-6.80
15052414	polymerase	-7.00
15052414	papainlike	-7.10
15052414	ace2	-8.60
15052414	spike_rbd	-7.60
15052414	nucleocapsid	-9.50
15052414	tmprss2	-6.60
41114	protease	-7.50
41114	polymerase	-7.40
41114	papainlike	-6.90
41114	ace2	-7.70
41114	spike_rbd	-6.40
41114	nucleocapsid	-8.90
41114	tmprss2	-7.40
4488	protease	-6.70
4488	polymerase	-7.50
4488	papainlike	-7.10
4488	ace2	-8.00
4488	spike_rbd	-7.10
4488	nucleocapsid	-8.30
4488	tmprss2	-7.80
62878	protease	-7.20
62878	polymerase	-7.50
62878	papainlike	-7.50
62878	ace2	-8.40
62878	spike_rbd	-6.40
62878	nucleocapsid	-8.70
62878	tmprss2	-6.90
5284616	protease	-8.60
5284616	polymerase	-9.60
5284616	papainlike	-6.90
5284616	ace2	-9.60
5284616	spike_rbd	-7.60
5284616	nucleocapsid	-10.20
5284616	tmprss2	-7.80
101526	protease	-7.30
101526	polymerase	-7.90
101526	papainlike	-6.80
101526	ace2	-7.80
101526	spike_rbd	-7.00
101526	nucleocapsid	-9.60
101526	tmprss2	-6.90
2092	protease	-6.50
2092	polymerase	-7.70
2092	papainlike	-6.70
2092	ace2	-7.80
2092	spike_rbd	-7.00
2092	nucleocapsid	-8.30
2092	tmprss2	-7.50
77995	protease	-6.50
77995	polymerase	-7.10
77995	papainlike	-7.30
77995	ace2	-7.50
77995	spike_rbd	-7.00
77995	nucleocapsid	-8.40
77995	tmprss2	-7.20
64737	protease	-6.20
64737	polymerase	-6.40
64737	papainlike	-6.00
64737	ace2	-6.80
64737	spike_rbd	-6.70
64737	nucleocapsid	-7.40
64737	tmprss2	-6.50
4891	protease	-6.80
4891	polymerase	-8.10
4891	papainlike	-7.00
4891	ace2	-8.00
4891	spike_rbd	-7.60
4891	nucleocapsid	-9.20
4891	tmprss2	-7.50
157313	protease	-7.20
157313	polymerase	-7.90
157313	papainlike	-7.00
157313	ace2	-7.50
157313	spike_rbd	-7.30
157313	nucleocapsid	-8.70
157313	tmprss2	-7.50
5977	protease	-4.00
5977	polymerase	-4.30
5977	papainlike	-3.70
5977	ace2	-4.30
5977	spike_rbd	-4.00
5977	nucleocapsid	-4.10
5977	tmprss2	-4.60
4922	protease	-6.30
4922	polymerase	-6.40
4922	papainlike	-6.10
4922	ace2	-6.70
4922	spike_rbd	-6.50
4922	nucleocapsid	-7.50
4922	tmprss2	-6.10
4249	protease	-6.60
4249	polymerase	-8.00
4249	papainlike	-7.80
4249	ace2	-8.20
4249	spike_rbd	-7.50
4249	nucleocapsid	-8.80
4249	tmprss2	-8.10
170532	protease	-5.40
170532	polymerase	-6.00
170532	papainlike	-5.50
170532	ace2	-6.40
170532	spike_rbd	-6.00
170532	nucleocapsid	-7.40
170532	tmprss2	-5.60
5560	protease	-6.40
5560	polymerase	-7.10
5560	papainlike	-6.20
5560	ace2	-7.20
5560	spike_rbd	-6.40
5560	nucleocapsid	-8.30
5560	tmprss2	-6.40
35375	protease	-6.40
35375	polymerase	-7.30
35375	papainlike	-6.80
35375	ace2	-8.00
35375	spike_rbd	-6.40
35375	nucleocapsid	-8.10
35375	tmprss2	-7.40
5742832	protease	-7.00
5742832	polymerase	-7.40
5742832	papainlike	-6.40
5742832	ace2	-8.10
5742832	spike_rbd	-7.00
5742832	nucleocapsid	-8.00
5742832	tmprss2	-7.10
5460326	protease	-4.60
5460326	polymerase	-4.70
5460326	papainlike	-4.90
5460326	ace2	-5.00
5460326	spike_rbd	-5.10
5460326	nucleocapsid	-5.10
5460326	tmprss2	-5.00
452550	protease	-6.70
452550	polymerase	-9.00
452550	papainlike	-7.00
452550	ace2	-8.70
452550	spike_rbd	-7.40
452550	nucleocapsid	-9.50
452550	tmprss2	-7.80
3033832	protease	-5.10
3033832	polymerase	-5.70
3033832	papainlike	-6.00
3033832	ace2	-5.20
3033832	spike_rbd	-5.30
3033832	nucleocapsid	-5.40
3033832	tmprss2	-6.50
6410758	protease	-7.20
6410758	polymerase	-8.20
6410758	papainlike	-7.60
6410758	ace2	-7.80
6410758	spike_rbd	-7.70
6410758	nucleocapsid	-8.50
6410758	tmprss2	-7.10
2447	protease	-5.30
2447	polymerase	-5.20
2447	papainlike	-5.30
2447	ace2	-5.40
2447	spike_rbd	-5.10
2447	nucleocapsid	-5.50
2447	tmprss2	-5.70
325003	protease	-3.80
325003	polymerase	-4.40
325003	papainlike	-3.70
325003	ace2	-3.60
325003	spike_rbd	-3.90
325003	nucleocapsid	-3.70
325003	tmprss2	-4.10
1118	protease	-3.80
1118	polymerase	-4.40
1118	papainlike	-3.70
1118	ace2	-3.60
1118	spike_rbd	-3.90
1118	nucleocapsid	-3.70
1118	tmprss2	-4.10
66007	protease	-6.00
66007	polymerase	-6.90
66007	papainlike	-6.00
66007	ace2	-6.80
66007	spike_rbd	-5.90
66007	nucleocapsid	-7.70
66007	tmprss2	-6.50
4205	protease	-6.70
4205	polymerase	-7.40
4205	papainlike	-6.60
4205	ace2	-7.20
4205	spike_rbd	-7.00
4205	nucleocapsid	-8.10
4205	tmprss2	-7.30
90484	protease	-3.30
90484	polymerase	-3.70
90484	papainlike	-3.40
90484	ace2	-3.40
90484	spike_rbd	-3.30
90484	nucleocapsid	-3.60
90484	tmprss2	-4.10
65464	protease	-6.20
65464	polymerase	-7.30
65464	papainlike	-6.00
65464	ace2	-7.50
65464	spike_rbd	-6.80
65464	nucleocapsid	-7.70
65464	tmprss2	-6.70
62884	protease	-5.50
62884	polymerase	-5.80
62884	papainlike	-6.20
62884	ace2	-6.30
62884	spike_rbd	-6.10
62884	nucleocapsid	-6.50
62884	tmprss2	-5.90
155143	protease	-6.50
155143	polymerase	-7.10
155143	papainlike	-6.70
155143	ace2	-7.80
155143	spike_rbd	-7.20
155143	nucleocapsid	-8.50
155143	tmprss2	-7.20
16133850	protease	0.00
16133850	polymerase	0.00
16133850	papainlike	0.00
16133850	ace2	0.00
16133850	spike_rbd	0.00
16133850	nucleocapsid	0.00
16133850	tmprss2	0.00
9852981	protease	-7.80
9852981	polymerase	-8.40
9852981	papainlike	-7.50
9852981	ace2	-8.60
9852981	spike_rbd	-7.60
9852981	nucleocapsid	-9.00
9852981	tmprss2	-8.20
5284451	protease	-4.40
5284451	polymerase	-4.90
5284451	papainlike	-4.80
5284451	ace2	-4.90
5284451	spike_rbd	-4.40
5284451	nucleocapsid	-4.70
5284451	tmprss2	-5.60
11954009	protease	-7.50
11954009	polymerase	-8.70
11954009	papainlike	-7.10
11954009	ace2	-8.10
11954009	spike_rbd	-7.10
11954009	nucleocapsid	-9.30
11954009	tmprss2	-7.40
5479530	protease	-7.40
5479530	polymerase	-8.60
5479530	papainlike	-7.60
5479530	ace2	-8.70
5479530	spike_rbd	-8.50
5479530	nucleocapsid	-9.30
5479530	tmprss2	-7.30
6019	protease	-5.20
6019	polymerase	-5.90
6019	papainlike	-5.20
6019	ace2	-5.80
6019	spike_rbd	-5.20
6019	nucleocapsid	-5.60
6019	tmprss2	-5.50
666418	protease	-4.80
666418	polymerase	-5.60
666418	papainlike	-5.40
666418	ace2	-6.00
666418	spike_rbd	-5.50
666418	nucleocapsid	-5.70
666418	tmprss2	-5.50
2284	protease	-5.60
2284	polymerase	-5.70
2284	papainlike	-5.50
2284	ace2	-6.60
2284	spike_rbd	-5.90
2284	nucleocapsid	-6.20
2284	tmprss2	-6.40
636375	protease	-3.80
636375	polymerase	-4.40
636375	papainlike	-3.70
636375	ace2	-3.60
636375	spike_rbd	-4.00
636375	nucleocapsid	-3.70
636375	tmprss2	-4.10
12559	protease	-4.50
12559	polymerase	-4.80
12559	papainlike	-4.90
12559	ace2	-5.30
12559	spike_rbd	-5.30
12559	nucleocapsid	-5.40
12559	tmprss2	-5.40
6918537	protease	-6.70
6918537	polymerase	-7.50
6918537	papainlike	-7.00
6918537	ace2	-8.10
6918537	spike_rbd	-7.10
6918537	nucleocapsid	-8.80
6918537	tmprss2	-6.90
969516	protease	-7.00
969516	polymerase	-7.50
969516	papainlike	-7.30
969516	ace2	-8.40
969516	spike_rbd	-6.80
969516	nucleocapsid	-8.30
969516	tmprss2	-6.80
3388	protease	-6.70
3388	polymerase	-6.20
3388	papainlike	-6.60
3388	ace2	-7.60
3388	spike_rbd	-6.60
3388	nucleocapsid	-8.00
3388	tmprss2	-7.30
18004026	protease	-4.60
18004026	polymerase	-6.00
18004026	papainlike	-5.30
18004026	ace2	-4.90
18004026	spike_rbd	-5.10
18004026	nucleocapsid	-5.10
18004026	tmprss2	-5.90
5323	protease	-6.70
5323	polymerase	-7.30
5323	papainlike	-6.40
5323	ace2	-7.00
5323	spike_rbd	-6.80
5323	nucleocapsid	-7.70
5323	tmprss2	-6.90
181458	protease	-6.10
181458	polymerase	-5.90
181458	papainlike	-5.30
181458	ace2	-5.60
181458	spike_rbd	-5.50
181458	nucleocapsid	-6.20
181458	tmprss2	-6.20
231084	protease	-6.90
231084	polymerase	-7.70
231084	papainlike	-7.30
231084	ace2	-8.60
231084	spike_rbd	-7.10
231084	nucleocapsid	-9.40
231084	tmprss2	-7.50
65777	protease	-6.30
65777	polymerase	-6.90
65777	papainlike	-6.60
65777	ace2	-6.80
65777	spike_rbd	-6.40
65777	nucleocapsid	-7.20
65777	tmprss2	-6.40
3467	protease	-6.70
3467	polymerase	-7.30
3467	papainlike	-6.60
3467	ace2	-7.60
3467	spike_rbd	-6.70
3467	nucleocapsid	-8.20
3467	tmprss2	-7.10
4117	protease	-5.00
4117	polymerase	-5.30
4117	papainlike	-4.70
4117	ace2	-6.10
4117	spike_rbd	-5.50
4117	nucleocapsid	-5.50
4117	tmprss2	-5.30
165542	protease	-3.60
165542	polymerase	-3.90
165542	papainlike	-3.60
165542	ace2	-3.30
165542	spike_rbd	-3.60
165542	nucleocapsid	-3.50
165542	tmprss2	-3.80
9933439	protease	-6.70
9933439	polymerase	-7.30
9933439	papainlike	-7.20
9933439	ace2	-7.40
9933439	spike_rbd	-6.90
9933439	nucleocapsid	-8.40
9933439	tmprss2	-7.50
4495	protease	-6.80
4495	polymerase	-6.30
4495	papainlike	-6.60
4495	ace2	-7.10
4495	spike_rbd	-6.60
4495	nucleocapsid	-8.10
4495	tmprss2	-6.50
71386	protease	-7.10
71386	polymerase	-8.20
71386	papainlike	-6.50
71386	ace2	-7.80
71386	spike_rbd	-6.60
71386	nucleocapsid	-9.90
71386	tmprss2	-7.20
107999	protease	-7.10
107999	polymerase	-7.90
107999	papainlike	-7.50
107999	ace2	-8.00
107999	spike_rbd	-7.50
107999	nucleocapsid	-8.50
107999	tmprss2	-7.40
287180	protease	-7.50
287180	polymerase	-7.90
287180	papainlike	-6.80
287180	ace2	-7.10
287180	spike_rbd	-7.50
287180	nucleocapsid	-8.50
287180	tmprss2	-6.70
107421	protease	-6.80
107421	polymerase	-7.00
107421	papainlike	-6.70
107421	ace2	-7.70
107421	spike_rbd	-6.90
107421	nucleocapsid	-8.90
107421	tmprss2	-6.50
3308	protease	-7.00
3308	polymerase	-6.70
3308	papainlike	-6.60
3308	ace2	-7.30
3308	spike_rbd	-6.90
3308	nucleocapsid	-8.00
3308	tmprss2	-6.60
60749	protease	-5.80
60749	polymerase	-6.00
60749	papainlike	-6.00
60749	ace2	-6.80
60749	spike_rbd	-6.00
60749	nucleocapsid	-7.00
60749	tmprss2	-6.50
16051951	protease	-6.10
16051951	polymerase	-6.50
16051951	papainlike	-6.00
16051951	ace2	-6.10
16051951	spike_rbd	-6.00
16051951	nucleocapsid	-7.70
16051951	tmprss2	-6.70
75905	protease	-6.10
75905	polymerase	-5.70
75905	papainlike	-5.40
75905	ace2	-6.40
75905	spike_rbd	-5.90
75905	nucleocapsid	-6.10
75905	tmprss2	-5.80
9949848	protease	-7.30
9949848	polymerase	-8.00
9949848	papainlike	-7.10
9949848	ace2	-7.80
9949848	spike_rbd	-7.10
9949848	nucleocapsid	-9.30
9949848	tmprss2	-8.00
241902	protease	-3.80
241902	polymerase	-4.40
241902	papainlike	-3.70
241902	ace2	-3.60
241902	spike_rbd	-4.00
241902	nucleocapsid	-3.70
241902	tmprss2	-4.10
5479529	protease	-6.60
5479529	polymerase	-7.30
5479529	papainlike	-7.10
5479529	ace2	-7.70
5479529	spike_rbd	-7.30
5479529	nucleocapsid	-8.40
5479529	tmprss2	-6.90
5311217	protease	-6.30
5311217	polymerase	-6.70
5311217	papainlike	-7.00
5311217	ace2	-7.20
5311217	spike_rbd	-6.00
5311217	nucleocapsid	-8.10
5311217	tmprss2	-6.50
16683095	protease	0.00
16683095	polymerase	0.00
16683095	papainlike	0.00
16683095	ace2	0.00
16683095	spike_rbd	0.00
16683095	nucleocapsid	0.00
16683095	tmprss2	0.00
25381	protease	-6.60
25381	polymerase	-8.30
25381	papainlike	-6.50
25381	ace2	-7.60
25381	spike_rbd	-6.80
25381	nucleocapsid	-8.20
25381	tmprss2	-7.10
636362	protease	-7.50
636362	polymerase	-8.40
636362	papainlike	-8.00
636362	ace2	-8.60
636362	spike_rbd	-8.60
636362	nucleocapsid	-9.80
636362	tmprss2	-8.00
5440	protease	-6.20
5440	polymerase	-7.10
5440	papainlike	-6.30
5440	ace2	-8.00
5440	spike_rbd	-6.50
5440	nucleocapsid	-7.90
5440	tmprss2	-6.40
71902	protease	-7.60
71902	polymerase	-7.70
71902	papainlike	-7.30
71902	ace2	-7.60
71902	spike_rbd	-7.20
71902	nucleocapsid	-8.90
71902	tmprss2	-7.30
439243	protease	-3.80
439243	polymerase	-4.40
439243	papainlike	-3.70
439243	ace2	-3.60
439243	spike_rbd	-4.00
439243	nucleocapsid	-3.70
439243	tmprss2	-4.10
9833407	protease	-3.70
9833407	polymerase	-3.50
9833407	papainlike	-3.40
9833407	ace2	-3.40
9833407	spike_rbd	-3.20
9833407	nucleocapsid	-3.90
9833407	tmprss2	-3.50
10715	protease	-5.50
10715	polymerase	-5.70
10715	papainlike	-5.20
10715	ace2	-6.50
10715	spike_rbd	-5.70
10715	nucleocapsid	-6.00
10715	tmprss2	-5.40
36811	protease	-7.00
36811	polymerase	-7.20
36811	papainlike	-6.80
36811	ace2	-7.80
36811	spike_rbd	-7.10
36811	nucleocapsid	-7.30
36811	tmprss2	-6.10
441333	protease	-3.80
441333	polymerase	-4.40
441333	papainlike	-3.70
441333	ace2	-3.60
441333	spike_rbd	-4.00
441333	nucleocapsid	-3.70
441333	tmprss2	-4.10
3516	protease	-5.40
3516	polymerase	-5.60
3516	papainlike	-5.10
3516	ace2	-6.50
3516	spike_rbd	-5.30
3516	nucleocapsid	-5.60
3516	tmprss2	-5.80
13791	protease	-6.40
13791	polymerase	-6.90
13791	papainlike	-7.30
13791	ace2	-6.80
13791	spike_rbd	-7.00
13791	nucleocapsid	-9.60
13791	tmprss2	-6.90
6613	protease	-5.30
6613	polymerase	-5.60
6613	papainlike	-5.20
6613	ace2	-5.60
6613	spike_rbd	-5.80
6613	nucleocapsid	-6.10
6613	tmprss2	-6.10
24705	protease	0.00
24705	polymerase	0.00
24705	papainlike	0.00
24705	ace2	0.00
24705	spike_rbd	0.00
24705	nucleocapsid	0.00
24705	tmprss2	0.00
6257	protease	-5.80
6257	polymerase	-6.30
6257	papainlike	-5.70
6257	ace2	-7.00
6257	spike_rbd	-6.00
6257	nucleocapsid	-6.80
6257	tmprss2	-6.40
5362376	protease	-6.30
5362376	polymerase	-6.80
5362376	papainlike	-6.90
5362376	ace2	-7.30
5362376	spike_rbd	-6.70
5362376	nucleocapsid	-8.00
5362376	tmprss2	-6.40
11104	protease	-6.10
11104	polymerase	-7.30
11104	papainlike	-6.30
11104	ace2	-7.00
11104	spike_rbd	-6.40
11104	nucleocapsid	-6.90
11104	tmprss2	-6.50
443980	protease	-7.50
443980	polymerase	-8.00
443980	papainlike	-7.00
443980	ace2	-8.40
443980	spike_rbd	-7.50
443980	nucleocapsid	-9.40
443980	tmprss2	-7.30
454	protease	-4.00
454	polymerase	-4.30
454	papainlike	-4.20
454	ace2	-4.80
454	spike_rbd	-4.60
454	nucleocapsid	-4.20
454	tmprss2	-4.00
441411	protease	-5.30
441411	polymerase	-5.80
441411	papainlike	-5.50
441411	ace2	-6.20
441411	spike_rbd	-5.60
441411	nucleocapsid	-5.90
441411	tmprss2	-6.70
3005572	protease	-5.10
3005572	polymerase	-5.70
3005572	papainlike	-5.70
3005572	ace2	-5.20
3005572	spike_rbd	-5.20
3005572	nucleocapsid	-5.40
3005572	tmprss2	-6.50
25154713	protease	-8.30
25154713	polymerase	-8.50
25154713	papainlike	-8.50
25154713	ace2	-9.70
25154713	spike_rbd	-8.40
25154713	nucleocapsid	-10.20
25154713	tmprss2	-8.70
2348	protease	-7.30
2348	polymerase	-7.90
2348	papainlike	-6.80
2348	ace2	-8.80
2348	spike_rbd	-7.50
2348	nucleocapsid	-8.90
2348	tmprss2	-6.90
6451	protease	-7.00
6451	polymerase	-7.60
6451	papainlike	-6.80
6451	ace2	-7.80
6451	spike_rbd	-6.80
6451	nucleocapsid	-7.80
6451	tmprss2	-7.00
443953	protease	-7.40
443953	polymerase	-8.90
443953	papainlike	-7.00
443953	ace2	-8.70
443953	spike_rbd	-7.30
443953	nucleocapsid	-10.30
443953	tmprss2	-8.20
66061	protease	-7.00
66061	polymerase	-6.50
66061	papainlike	-6.60
66061	ace2	-6.70
66061	spike_rbd	-6.90
66061	nucleocapsid	-7.80
66061	tmprss2	-6.70
4496	protease	-7.80
4496	polymerase	-7.20
4496	papainlike	-6.40
4496	ace2	-7.80
4496	spike_rbd	-7.30
4496	nucleocapsid	-8.50
4496	tmprss2	-7.40
4567	protease	-5.70
4567	polymerase	-7.20
4567	papainlike	-6.80
4567	ace2	-7.50
4567	spike_rbd	-7.50
4567	nucleocapsid	-7.20
4567	tmprss2	-6.30
92140	protease	-6.60
92140	polymerase	-7.00
92140	papainlike	-6.10
92140	ace2	-7.30
92140	spike_rbd	-6.60
92140	nucleocapsid	-8.00
92140	tmprss2	-6.00
62881	protease	-3.60
62881	polymerase	-3.90
62881	papainlike	-3.60
62881	ace2	-3.30
62881	spike_rbd	-3.60
62881	nucleocapsid	-3.50
62881	tmprss2	-3.80
2482	protease	-5.10
2482	polymerase	-5.70
2482	papainlike	-5.50
2482	ace2	-6.30
2482	spike_rbd	-5.50
2482	nucleocapsid	-5.80
2482	tmprss2	-5.70
16076883	protease	-7.30
16076883	polymerase	-8.40
16076883	papainlike	-7.00
16076883	ace2	-8.50
16076883	spike_rbd	-6.80
16076883	nucleocapsid	-8.30
16076883	tmprss2	-6.70
9424	protease	-3.60
9424	polymerase	-4.20
9424	papainlike	-3.70
9424	ace2	-3.30
9424	spike_rbd	-3.40
9424	nucleocapsid	-3.50
9424	tmprss2	-3.60
2997	protease	-7.20
2997	polymerase	-7.10
2997	papainlike	-6.70
2997	ace2	-7.50
2997	spike_rbd	-6.60
2997	nucleocapsid	-8.10
2997	tmprss2	-7.40
91670	protease	-7.80
91670	polymerase	-7.10
91670	papainlike	-7.20
91670	ace2	-8.00
91670	spike_rbd	-7.30
91670	nucleocapsid	-8.90
91670	tmprss2	-7.20
65348	protease	-7.40
65348	polymerase	-7.90
65348	papainlike	-7.70
65348	ace2	-8.30
65348	spike_rbd	-8.40
65348	nucleocapsid	-9.90
65348	tmprss2	-7.30
4843	protease	-5.00
4843	polymerase	-5.10
4843	papainlike	-5.30
4843	ace2	-5.00
4843	spike_rbd	-4.80
4843	nucleocapsid	-5.00
4843	tmprss2	-5.60
155290	protease	-6.60
155290	polymerase	-6.90
155290	papainlike	-5.80
155290	ace2	-7.40
155290	spike_rbd	-6.20
155290	nucleocapsid	-7.90
155290	tmprss2	-7.00
9847786	protease	-4.60
9847786	polymerase	-6.00
9847786	papainlike	-5.30
9847786	ace2	-5.00
9847786	spike_rbd	-4.90
9847786	nucleocapsid	-5.00
9847786	tmprss2	-5.90
4617	protease	-6.80
4617	polymerase	-8.20
4617	papainlike	-6.70
4617	ace2	-7.50
4617	spike_rbd	-7.20
4617	nucleocapsid	-8.00
4617	tmprss2	-8.00
133612061	protease	-7.20
133612061	polymerase	-7.60
133612061	papainlike	-7.20
133612061	ace2	-8.00
133612061	spike_rbd	-7.10
133612061	nucleocapsid	-10.30
133612061	tmprss2	-7.10
441334	protease	-3.80
441334	polymerase	-4.40
441334	papainlike	-3.70
441334	ace2	-3.60
441334	spike_rbd	-4.00
441334	nucleocapsid	-3.70
441334	tmprss2	-4.10
77082	protease	-5.60
77082	polymerase	-6.10
77082	papainlike	-6.10
77082	ace2	-6.20
77082	spike_rbd	-6.10
77082	nucleocapsid	-6.80
77082	tmprss2	-6.20
6975516	protease	-6.40
6975516	polymerase	-7.40
6975516	papainlike	-6.80
6975516	ace2	-7.30
6975516	spike_rbd	-6.60
6975516	nucleocapsid	-8.10
6975516	tmprss2	-7.30
8019	protease	-2.90
8019	polymerase	-3.70
8019	papainlike	-3.30
8019	ace2	-3.30
8019	spike_rbd	-3.20
8019	nucleocapsid	-3.30
8019	tmprss2	-3.70
16129616	protease	0.00
16129616	polymerase	0.00
16129616	papainlike	0.00
16129616	ace2	0.00
16129616	spike_rbd	0.00
16129616	nucleocapsid	0.00
16129616	tmprss2	0.00
12947	protease	-3.80
12947	polymerase	-4.40
12947	papainlike	-3.70
12947	ace2	-3.60
12947	spike_rbd	-4.00
12947	nucleocapsid	-3.70
12947	tmprss2	-4.10
5650	protease	-7.60
5650	polymerase	-7.00
5650	papainlike	-7.30
5650	ace2	-8.40
5650	spike_rbd	-7.40
5650	nucleocapsid	-9.20
5650	tmprss2	-7.10
91302628	protease	-7.50
91302628	polymerase	-7.70
91302628	papainlike	-7.00
91302628	ace2	-8.40
91302628	spike_rbd	-7.70
91302628	nucleocapsid	-8.60
91302628	tmprss2	-8.00
148127	protease	-5.90
148127	polymerase	-7.00
148127	papainlike	-6.20
148127	ace2	-6.60
148127	spike_rbd	-6.40
148127	nucleocapsid	-8.00
148127	tmprss2	-6.90
3382	protease	-8.10
3382	polymerase	-8.30
3382	papainlike	-7.90
3382	ace2	-8.50
3382	spike_rbd	-7.90
3382	nucleocapsid	-10.10
3382	tmprss2	-8.10
3368	protease	-6.70
3368	polymerase	-7.10
3368	papainlike	-6.70
3368	ace2	-7.90
3368	spike_rbd	-7.20
3368	nucleocapsid	-8.50
3368	tmprss2	-7.30
216322	protease	-8.60
216322	polymerase	-10.00
216322	papainlike	-9.70
216322	ace2	-10.50
216322	spike_rbd	-8.80
216322	nucleocapsid	-11.70
216322	tmprss2	-10.10
11236066	protease	-4.60
11236066	polymerase	-6.10
11236066	papainlike	-5.30
11236066	ace2	-5.00
11236066	spike_rbd	-4.90
11236066	nucleocapsid	-5.10
11236066	tmprss2	-6.00
2350	protease	-7.00
2350	polymerase	-7.90
2350	papainlike	-7.10
2350	ace2	-7.60
2350	spike_rbd	-7.10
2350	nucleocapsid	-8.20
2350	tmprss2	-6.50
441261	protease	-4.40
441261	polymerase	-5.00
441261	papainlike	-4.80
441261	ace2	-4.60
441261	spike_rbd	-4.40
441261	nucleocapsid	-4.70
441261	tmprss2	-5.70
3750	protease	-8.10
3750	polymerase	-9.10
3750	papainlike	-10.10
3750	ace2	-10.40
3750	spike_rbd	-8.90
3750	nucleocapsid	-12.40
3750	tmprss2	-8.70
4422	protease	-8.10
4422	polymerase	-7.10
4422	papainlike	-6.70
4422	ace2	-7.80
4422	spike_rbd	-6.70
4422	nucleocapsid	-9.10
4422	tmprss2	-7.10
21879648	protease	-7.10
21879648	polymerase	-7.90
21879648	papainlike	-7.10
21879648	ace2	-8.30
21879648	spike_rbd	-7.60
21879648	nucleocapsid	-10.00
21879648	tmprss2	-7.70
19961652	protease	-7.80
19961652	polymerase	-7.90
19961652	papainlike	-7.60
19961652	ace2	-8.60
19961652	spike_rbd	-7.40
19961652	nucleocapsid	-9.20
19961652	tmprss2	-7.70
9837769	protease	-5.40
9837769	polymerase	-6.00
9837769	papainlike	-5.70
9837769	ace2	-5.80
9837769	spike_rbd	-5.60
9837769	nucleocapsid	-6.60
9837769	tmprss2	-6.40
21910730	protease	-9.00
