pubchem_cid	protein	docking_score
4493	protease	-6.30
4493	polymerase	-7.10
4493	papainlike	-7.00
4493	ace2	-7.40
4493	spike_rbd	-7.30
4493	nucleocapsid	-8.50
4493	tmprss2	-7.00
3345	protease	-5.90
3345	polymerase	-7.20
3345	papainlike	-6.30
3345	ace2	-7.60
3345	spike_rbd	-7.40
3345	nucleocapsid	-8.20
3345	tmprss2	-6.70
5746	protease	-6.50
5746	polymerase	-7.10
5746	papainlike	-7.10
5746	ace2	-7.40
5746	spike_rbd	-6.60
5746	nucleocapsid	-8.20
5746	tmprss2	-6.90
2895	protease	-6.80
2895	polymerase	-7.10
2895	papainlike	-6.20
2895	ace2	-7.60
2895	spike_rbd	-7.00
2895	nucleocapsid	-8.30
2895	tmprss2	-7.10
9601226	protease	-7.00
9601226	polymerase	-8.30
9601226	papainlike	-6.80
9601226	ace2	-8.20
9601226	spike_rbd	-7.50
9601226	nucleocapsid	-8.90
9601226	tmprss2	-8.20
135398745	protease	-6.20
135398745	polymerase	-7.50
135398745	papainlike	-6.30
135398745	ace2	-7.70
135398745	spike_rbd	-6.80
135398745	nucleocapsid	-8.00
135398745	tmprss2	-7.10
12049213	protease	-7.20
12049213	polymerase	-7.70
12049213	papainlike	-6.90
12049213	ace2	-7.70
12049213	spike_rbd	-7.20
12049213	nucleocapsid	-8.60
12049213	tmprss2	-7.20
12560	protease	-6.30
12560	polymerase	-7.30
12560	papainlike	-6.50
12560	ace2	-7.40
12560	spike_rbd	-7.00
12560	nucleocapsid	-8.50
12560	tmprss2	-6.60
75792	protease	-6.80
75792	polymerase	-7.50
75792	papainlike	-7.10
75792	ace2	-7.60
75792	spike_rbd	-7.70
75792	nucleocapsid	-8.30
75792	tmprss2	-7.10
92142	protease	-6.80
92142	polymerase	-7.50
92142	papainlike	-7.10
92142	ace2	-7.60
92142	spike_rbd	-7.70
92142	nucleocapsid	-8.30
92142	tmprss2	-6.90
441290	protease	-6.90
441290	polymerase	-7.30
441290	papainlike	-6.80
441290	ace2	-7.80
441290	spike_rbd	-8.10
441290	nucleocapsid	-8.40
441290	tmprss2	-6.70
54684598	protease	-7.20
54684598	polymerase	-7.50
54684598	papainlike	-7.40
54684598	ace2	-7.40
54684598	spike_rbd	-7.10
54684598	nucleocapsid	-8.50
54684598	tmprss2	-7.00
24795069	protease	-6.10
24795069	polymerase	-7.40
24795069	papainlike	-6.80
24795069	ace2	-8.00
24795069	spike_rbd	-6.70
24795069	nucleocapsid	-7.90
24795069	tmprss2	-7.00
4934	protease	-6.50
4934	polymerase	-7.60
4934	papainlike	-6.40
4934	ace2	-7.00
4934	spike_rbd	-7.50
4934	nucleocapsid	-8.00
4934	tmprss2	-7.50
9908035	protease	-6.60
9908035	polymerase	-8.30
9908035	papainlike	-6.70
9908035	ace2	-7.20
9908035	spike_rbd	-7.30
9908035	nucleocapsid	-8.30
9908035	tmprss2	-7.60
36294	protease	-6.70
36294	polymerase	-7.30
36294	papainlike	-6.40
36294	ace2	-7.50
36294	spike_rbd	-6.20
36294	nucleocapsid	-8.30
36294	tmprss2	-7.30
23275881	protease	-6.30
23275881	polymerase	-7.40
23275881	papainlike	-7.30
23275881	ace2	-7.30
23275881	spike_rbd	-6.50
23275881	nucleocapsid	-8.20
23275881	tmprss2	0.00
124935779	protease	-7.20
124935779	polymerase	-7.40
124935779	papainlike	-7.50
124935779	ace2	-7.50
124935779	spike_rbd	-8.00
124935779	nucleocapsid	-9.00
124935779	tmprss2	-8.10
6603851	protease	-7.30
6603851	polymerase	-7.20
6603851	papainlike	-6.30
6603851	ace2	-7.80
6603851	spike_rbd	-6.70
6603851	nucleocapsid	-8.60
6603851	tmprss2	-6.90
4917	protease	-6.60
4917	polymerase	-7.00
4917	papainlike	-6.50
4917	ace2	-7.00
4917	spike_rbd	-6.10
4917	nucleocapsid	-8.50
4917	tmprss2	-6.60
2973	protease	-5.80
2973	polymerase	-6.00
2973	papainlike	-7.00
2973	ace2	-7.70
2973	spike_rbd	-6.40
2973	nucleocapsid	-7.60
2973	tmprss2	-6.30
5359272	protease	-6.60
5359272	polymerase	-7.00
5359272	papainlike	-6.80
5359272	ace2	-7.30
5359272	spike_rbd	-6.80
5359272	nucleocapsid	-8.10
5359272	tmprss2	-7.00
12668023	protease	-7.30
12668023	polymerase	-7.20
12668023	papainlike	-6.30
12668023	ace2	-7.80
12668023	spike_rbd	-6.70
12668023	nucleocapsid	-8.60
12668023	tmprss2	-6.90
13981865	protease	-7.00
13981865	polymerase	-7.00
13981865	papainlike	-7.10
13981865	ace2	-7.90
13981865	spike_rbd	-6.40
13981865	nucleocapsid	-8.60
13981865	tmprss2	-6.80
3085219	protease	-7.00
3085219	polymerase	-7.20
3085219	papainlike	-6.60
3085219	ace2	-7.30
3085219	spike_rbd	-7.60
3085219	nucleocapsid	-8.80
3085219	tmprss2	-7.40
93956057	protease	-7.10
93956057	polymerase	-7.90
93956057	papainlike	-6.30
93956057	ace2	-7.30
93956057	spike_rbd	-6.90
93956057	nucleocapsid	-9.00
93956057	tmprss2	-7.40
44479312	protease	-7.10
44479312	polymerase	-7.00
44479312	papainlike	-6.80
44479312	ace2	-7.50
44479312	spike_rbd	-7.20
44479312	nucleocapsid	-8.20
44479312	tmprss2	-7.30
73416445	protease	-6.60
73416445	polymerase	-7.80
73416445	papainlike	-6.20
73416445	ace2	-7.10
73416445	spike_rbd	-6.20
73416445	nucleocapsid	-8.10
73416445	tmprss2	-7.20
25126798	protease	-7.30
25126798	polymerase	-7.20
25126798	papainlike	-7.20
25126798	ace2	-7.80
25126798	spike_rbd	-7.10
25126798	nucleocapsid	-8.70
25126798	tmprss2	-7.20
98048848	protease	-7.40
98048848	polymerase	-8.40
98048848	papainlike	-7.80
98048848	ace2	-7.80
98048848	spike_rbd	-7.00
98048848	nucleocapsid	-8.90
98048848	tmprss2	-7.60
1150344	protease	-6.10
1150344	polymerase	-6.70
1150344	papainlike	-6.30
1150344	ace2	-7.20
1150344	spike_rbd	-7.00
1150344	nucleocapsid	-8.30
1150344	tmprss2	-6.80
124935781	protease	-7.50
124935781	polymerase	-7.10
124935781	papainlike	-6.70
124935781	ace2	-7.60
124935781	spike_rbd	-7.40
124935781	nucleocapsid	-9.40
124935781	tmprss2	-8.00
12325869	protease	-7.30
12325869	polymerase	-7.60
12325869	papainlike	-7.00
12325869	ace2	-7.80
12325869	spike_rbd	-7.20
12325869	nucleocapsid	-8.70
12325869	tmprss2	-7.00
1201549	protease	-6.50
1201549	polymerase	-7.10
1201549	papainlike	-6.90
1201549	ace2	-7.90
1201549	spike_rbd	-6.90
1201549	nucleocapsid	-8.20
1201549	tmprss2	-7.00
6918837	protease	-6.50
6918837	polymerase	-6.40
6918837	papainlike	-7.70
6918837	ace2	-7.00
6918837	spike_rbd	-6.70
6918837	nucleocapsid	-8.40
6918837	tmprss2	-7.50
9868491	protease	-6.10
9868491	polymerase	-7.10
9868491	papainlike	-7.10
9868491	ace2	-7.70
9868491	spike_rbd	-7.30
9868491	nucleocapsid	-8.30
9868491	tmprss2	-7.10
15629776	protease	-7.20
15629776	polymerase	-7.90
15629776	papainlike	-6.90
15629776	ace2	-7.40
15629776	spike_rbd	-7.30
15629776	nucleocapsid	-9.00
15629776	tmprss2	-7.50
5281071	protease	-6.90
5281071	polymerase	-7.00
5281071	papainlike	-7.10
5281071	ace2	-7.90
5281071	spike_rbd	-6.90
5281071	nucleocapsid	-8.10
5281071	tmprss2	-7.20
12049214	protease	-7.20
12049214	polymerase	-7.70
12049214	papainlike	-6.90
12049214	ace2	-7.70
12049214	spike_rbd	-7.20
12049214	nucleocapsid	-8.60
12049214	tmprss2	-7.20
11181988	protease	-6.50
11181988	polymerase	-7.60
11181988	papainlike	-7.00
11181988	ace2	-7.40
11181988	spike_rbd	-7.60
11181988	nucleocapsid	-8.10
11181988	tmprss2	-7.50
921299	protease	-7.70
921299	polymerase	-7.40
921299	papainlike	-7.00
921299	ace2	-7.60
921299	spike_rbd	-7.20
921299	nucleocapsid	-8.50
921299	tmprss2	-7.50
9812133	protease	-6.80
9812133	polymerase	-6.80
9812133	papainlike	-6.70
9812133	ace2	-7.10
9812133	spike_rbd	-6.20
9812133	nucleocapsid	-8.30
9812133	tmprss2	-6.60
134044	protease	-7.80
134044	polymerase	-7.80
134044	papainlike	-7.30
134044	ace2	-8.20
134044	spike_rbd	-6.70
134044	nucleocapsid	-7.60
134044	tmprss2	-7.80
5462501	protease	-6.40
5462501	polymerase	-6.90
5462501	papainlike	-7.00
5462501	ace2	-7.40
5462501	spike_rbd	-6.90
5462501	nucleocapsid	-8.10
5462501	tmprss2	-7.20
5904	protease	-7.00
5904	polymerase	-7.20
5904	papainlike	-6.90
5904	ace2	-7.70
5904	spike_rbd	-7.10
5904	nucleocapsid	-8.60
5904	tmprss2	-6.70
43859	protease	-6.70
43859	polymerase	-6.00
43859	papainlike	-7.40
43859	ace2	-8.50
43859	spike_rbd	-6.10
43859	nucleocapsid	-8.30
43859	tmprss2	-7.50
3899	protease	-6.30
3899	polymerase	-7.30
3899	papainlike	-7.10
3899	ace2	-7.70
3899	spike_rbd	-7.50
3899	nucleocapsid	-7.80
3899	tmprss2	-7.30
15677139	protease	-7.50
15677139	polymerase	-7.20
15677139	papainlike	-6.50
15677139	ace2	-7.70
15677139	spike_rbd	-7.10
15677139	nucleocapsid	-8.50
15677139	tmprss2	-7.50
9579578	protease	-6.70
9579578	polymerase	-7.90
9579578	papainlike	-6.30
9579578	ace2	-7.70
9579578	spike_rbd	-7.00
9579578	nucleocapsid	-8.60
9579578	tmprss2	-7.00
33919	protease	-6.80
33919	polymerase	-7.50
33919	papainlike	-6.60
33919	ace2	-7.70
33919	spike_rbd	-7.10
33919	nucleocapsid	-8.20
33919	tmprss2	-7.10
71329	protease	-6.10
71329	polymerase	-6.90
71329	papainlike	-6.40
71329	ace2	-7.20
71329	spike_rbd	-6.50
71329	nucleocapsid	-6.70
71329	tmprss2	-6.80
5362129	protease	-7.30
5362129	polymerase	-6.60
5362129	papainlike	-7.00
5362129	ace2	-7.90
5362129	spike_rbd	-7.20
5362129	nucleocapsid	-8.40
5362129	tmprss2	-6.50
9568614	protease	-6.80
9568614	polymerase	-7.80
9568614	papainlike	-6.70
9568614	ace2	-7.50
9568614	spike_rbd	-7.10
9568614	nucleocapsid	-8.80
9568614	tmprss2	-7.20
5775	protease	-7.00
5775	polymerase	-6.90
5775	papainlike	-6.70
5775	ace2	-7.20
5775	spike_rbd	-7.10
5775	nucleocapsid	-7.90
5775	tmprss2	-7.00
19371515	protease	-6.70
19371515	polymerase	-7.10
19371515	papainlike	-6.50
19371515	ace2	-7.50
19371515	spike_rbd	-7.20
19371515	nucleocapsid	-8.10
19371515	tmprss2	-7.50
1775	protease	-7.70
1775	polymerase	-7.30
1775	papainlike	-7.60
1775	ace2	-8.00
1775	spike_rbd	-7.60
1775	nucleocapsid	-8.70
1775	tmprss2	-7.00
2712	protease	-6.50
2712	polymerase	-7.60
2712	papainlike	-6.70
2712	ace2	-7.50
2712	spike_rbd	-6.90
2712	nucleocapsid	-8.70
2712	tmprss2	-6.40
10107393	protease	-6.70
10107393	polymerase	-6.90
10107393	papainlike	-6.20
10107393	ace2	-7.40
10107393	spike_rbd	-7.00
10107393	nucleocapsid	-7.90
10107393	tmprss2	-7.00
698135	protease	-6.70
698135	polymerase	-7.80
698135	papainlike	-7.10
698135	ace2	-7.80
698135	spike_rbd	-7.10
698135	nucleocapsid	-8.50
698135	tmprss2	-6.90
6604425	protease	-6.60
6604425	polymerase	-6.70
6604425	papainlike	-6.00
6604425	ace2	-8.50
6604425	spike_rbd	-6.30
6604425	nucleocapsid	-7.80
6604425	tmprss2	-6.90
444017	protease	-6.20
444017	polymerase	-7.40
444017	papainlike	-6.80
444017	ace2	-7.50
444017	spike_rbd	-6.90
444017	nucleocapsid	-8.40
444017	tmprss2	-6.50
12450	protease	-6.60
12450	polymerase	-7.40
12450	papainlike	-6.80
12450	ace2	-7.50
12450	spike_rbd	-6.80
12450	nucleocapsid	-7.30
12450	tmprss2	-7.10
6604415	protease	-6.80
6604415	polymerase	-8.00
6604415	papainlike	-7.60
6604415	ace2	-8.40
6604415	spike_rbd	-6.30
6604415	nucleocapsid	-8.50
6604415	tmprss2	-7.80
6604030	protease	-6.00
6604030	polymerase	-6.60
6604030	papainlike	-6.30
6604030	ace2	-7.20
6604030	spike_rbd	-6.20
6604030	nucleocapsid	-8.00
6604030	tmprss2	-6.80
4212	protease	-6.40
4212	polymerase	-7.00
4212	papainlike	-6.10
4212	ace2	-7.30
4212	spike_rbd	-7.30
4212	nucleocapsid	-7.80
4212	tmprss2	-6.30
15629774	protease	-7.00
15629774	polymerase	-7.90
15629774	papainlike	-6.90
15629774	ace2	-7.40
15629774	spike_rbd	-7.20
15629774	nucleocapsid	-9.10
15629774	tmprss2	-7.50
92211536	protease	-6.40
92211536	polymerase	-7.20
92211536	papainlike	-5.50
92211536	ace2	-6.80
92211536	spike_rbd	-6.30
92211536	nucleocapsid	-8.00
92211536	tmprss2	-6.70
40461270	protease	-6.40
40461270	polymerase	-7.20
40461270	papainlike	-7.00
40461270	ace2	-7.50
40461270	spike_rbd	-7.10
40461270	nucleocapsid	-8.30
40461270	tmprss2	-7.30
5311052	protease	-6.80
5311052	polymerase	-7.70
5311052	papainlike	-6.70
5311052	ace2	-7.60
5311052	spike_rbd	-6.90
5311052	nucleocapsid	-8.10
5311052	tmprss2	-6.70
5361092	protease	-7.20
5361092	polymerase	-6.90
5361092	papainlike	-6.90
5361092	ace2	-8.80
5361092	spike_rbd	-6.60
5361092	nucleocapsid	-9.80
5361092	tmprss2	-6.80
3715	protease	-7.00
3715	polymerase	-7.40
3715	papainlike	-6.40
3715	ace2	-7.60
3715	spike_rbd	-7.10
3715	nucleocapsid	-8.50
3715	tmprss2	-6.90
164522	protease	-6.30
164522	polymerase	-7.10
164522	papainlike	-7.10
164522	ace2	-7.70
164522	spike_rbd	-6.80
164522	nucleocapsid	-8.10
164522	tmprss2	-6.30
12444300	protease	-6.00
12444300	polymerase	-6.90
12444300	papainlike	-6.20
12444300	ace2	-7.30
12444300	spike_rbd	-6.50
12444300	nucleocapsid	-7.70
12444300	tmprss2	-7.00
5360696	protease	-6.50
5360696	polymerase	-7.10
5360696	papainlike	-6.80
5360696	ace2	-7.40
5360696	spike_rbd	-7.30
5360696	nucleocapsid	-7.80
5360696	tmprss2	-7.10
5311027	protease	-6.10
5311027	polymerase	-7.30
5311027	papainlike	-7.10
5311027	ace2	-8.10
5311027	spike_rbd	-7.40
5311027	nucleocapsid	-8.30
5311027	tmprss2	-6.30
667538	protease	-6.70
667538	polymerase	-7.30
667538	papainlike	-7.20
667538	ace2	-7.70
667538	spike_rbd	-6.80
667538	nucleocapsid	-8.40
667538	tmprss2	-6.90
5503	protease	-6.60
5503	polymerase	-7.60
5503	papainlike	-6.80
5503	ace2	-7.60
5503	spike_rbd	-6.90
5503	nucleocapsid	-8.50
5503	tmprss2	-6.50
12044976	protease	-6.40
12044976	polymerase	-7.20
12044976	papainlike	-7.00
12044976	ace2	-7.50
12044976	spike_rbd	-7.10
12044976	nucleocapsid	-8.30
12044976	tmprss2	-7.30
49863499	protease	-7.30
49863499	polymerase	-7.40
49863499	papainlike	-6.40
49863499	ace2	-6.90
49863499	spike_rbd	-5.90
49863499	nucleocapsid	-7.40
49863499	tmprss2	-6.20
3000322	protease	-7.40
3000322	polymerase	-7.10
3000322	papainlike	-6.40
3000322	ace2	-7.50
3000322	spike_rbd	-6.80
3000322	nucleocapsid	-7.90
3000322	tmprss2	-6.10
4659569	protease	-7.10
4659569	polymerase	-7.50
4659569	papainlike	-7.40
4659569	ace2	-8.20
4659569	spike_rbd	-7.00
4659569	nucleocapsid	-8.00
4659569	tmprss2	-7.90
98046685	protease	-6.90
98046685	polymerase	-6.90
98046685	papainlike	-6.60
98046685	ace2	-7.30
98046685	spike_rbd	-6.60
98046685	nucleocapsid	-8.40
98046685	tmprss2	-5.80
41781	protease	-7.10
41781	polymerase	-7.10
41781	papainlike	-7.40
41781	ace2	-8.10
41781	spike_rbd	-6.80
41781	nucleocapsid	-8.80
41781	tmprss2	-6.90
7048712	protease	-6.40
7048712	polymerase	-6.50
7048712	papainlike	-6.30
7048712	ace2	-6.80
7048712	spike_rbd	-6.60
7048712	nucleocapsid	-7.40
7048712	tmprss2	-5.90
5281078	protease	-6.70
5281078	polymerase	-6.90
5281078	papainlike	-7.30
5281078	ace2	-7.90
5281078	spike_rbd	-6.70
5281078	nucleocapsid	-8.60
5281078	tmprss2	-7.00
54746	protease	-6.50
54746	polymerase	-7.30
54746	papainlike	-6.50
54746	ace2	-7.70
54746	spike_rbd	-7.00
54746	nucleocapsid	-7.90
54746	tmprss2	-7.20
12773795	protease	-5.90
12773795	polymerase	-6.50
12773795	papainlike	-6.60
12773795	ace2	-7.60
12773795	spike_rbd	-6.80
12773795	nucleocapsid	-8.10
12773795	tmprss2	-6.60
969503	protease	-6.20
969503	polymerase	-6.80
969503	papainlike	-6.50
969503	ace2	-7.50
969503	spike_rbd	-7.10
969503	nucleocapsid	-8.30
969503	tmprss2	-6.60
208898	protease	-6.50
208898	polymerase	-5.60
208898	papainlike	-7.00
208898	ace2	-7.80
208898	spike_rbd	-5.30
208898	nucleocapsid	-7.80
208898	tmprss2	-7.00
51039	protease	-6.30
51039	polymerase	-7.20
51039	papainlike	-7.00
51039	ace2	-8.00
51039	spike_rbd	-7.10
51039	nucleocapsid	-8.30
51039	tmprss2	-6.70
25897919	protease	-7.00
25897919	polymerase	-7.50
25897919	papainlike	-6.20
25897919	ace2	-7.70
25897919	spike_rbd	-6.60
25897919	nucleocapsid	-7.90
25897919	tmprss2	-6.70
60726	protease	-7.30
60726	polymerase	-7.80
60726	papainlike	-6.90
60726	ace2	-7.50
60726	spike_rbd	-7.90
60726	nucleocapsid	-7.70
60726	tmprss2	-7.30
6321413	protease	-6.60
6321413	polymerase	-6.80
6321413	papainlike	-6.60
6321413	ace2	-7.50
6321413	spike_rbd	-6.70
6321413	nucleocapsid	-8.00
6321413	tmprss2	-6.50
7547	protease	-6.40
7547	polymerase	-7.10
7547	papainlike	-6.50
7547	ace2	-7.30
7547	spike_rbd	-6.80
7547	nucleocapsid	-7.70
7547	tmprss2	-6.70
9966051	protease	-6.50
9966051	polymerase	-7.30
9966051	papainlike	-6.30
9966051	ace2	-7.90
9966051	spike_rbd	-7.20
9966051	nucleocapsid	-8.10
9966051	tmprss2	-7.10
7048578	protease	-6.60
7048578	polymerase	-6.40
7048578	papainlike	-6.30
7048578	ace2	-7.20
7048578	spike_rbd	-6.60
7048578	nucleocapsid	-7.70
7048578	tmprss2	-6.50
59227	protease	-5.60
59227	polymerase	-6.50
59227	papainlike	-6.20
59227	ace2	-6.90
59227	spike_rbd	-6.20
59227	nucleocapsid	-7.90
59227	tmprss2	-6.90
64929	protease	-6.70
64929	polymerase	-7.00
64929	papainlike	-7.10
64929	ace2	-7.30
64929	spike_rbd	-7.00
64929	nucleocapsid	-8.20
64929	tmprss2	-7.30
5361918	protease	-7.80
5361918	polymerase	-7.60
5361918	papainlike	-6.60
5361918	ace2	-7.80
5361918	spike_rbd	-7.30
5361918	nucleocapsid	-9.10
5361918	tmprss2	-7.30
98048796	protease	-6.90
98048796	polymerase	-7.00
98048796	papainlike	-6.60
98048796	ace2	-7.30
98048796	spike_rbd	-6.70
98048796	nucleocapsid	-8.40
98048796	tmprss2	-5.80
441300	protease	-6.40
441300	polymerase	-6.60
441300	papainlike	-6.30
441300	ace2	-7.70
441300	spike_rbd	-6.90
441300	nucleocapsid	-7.90
441300	tmprss2	-6.20
3016	protease	-7.00
3016	polymerase	-7.20
3016	papainlike	-6.80
3016	ace2	-7.60
3016	spike_rbd	-6.80
3016	nucleocapsid	-8.50
3016	tmprss2	-7.20
6604378	protease	-5.90
6604378	polymerase	-6.50
6604378	papainlike	-6.60
6604378	ace2	-7.00
6604378	spike_rbd	-6.70
6604378	nucleocapsid	-7.70
6604378	tmprss2	-6.90
53232	protease	-6.80
53232	polymerase	-7.90
53232	papainlike	-6.80
53232	ace2	-8.50
53232	spike_rbd	-6.60
53232	nucleocapsid	-8.70
53232	tmprss2	-7.10
20058	protease	-5.80
20058	polymerase	-6.70
20058	papainlike	-6.30
20058	ace2	-6.70
20058	spike_rbd	-6.50
20058	nucleocapsid	-8.00
20058	tmprss2	-6.90
124903824	protease	-6.80
124903824	polymerase	-7.00
124903824	papainlike	-7.00
124903824	ace2	-7.60
124903824	spike_rbd	-7.60
124903824	nucleocapsid	-9.10
124903824	tmprss2	-7.90
667468	protease	-6.10
667468	polymerase	-7.10
667468	papainlike	-6.10
667468	ace2	-7.10
667468	spike_rbd	-6.30
667468	nucleocapsid	-7.80
667468	tmprss2	-7.10
3373	protease	-6.40
3373	polymerase	-6.80
3373	papainlike	-6.30
3373	ace2	-6.90
3373	spike_rbd	-7.00
3373	nucleocapsid	-8.20
3373	tmprss2	-6.30
11450633	protease	-6.60
11450633	polymerase	-6.70
11450633	papainlike	-6.10
11450633	ace2	-7.70
11450633	spike_rbd	-7.20
11450633	nucleocapsid	-8.50
11450633	tmprss2	-7.00
3827	protease	-6.90
3827	polymerase	-7.30
3827	papainlike	-6.80
3827	ace2	-7.70
3827	spike_rbd	-7.40
3827	nucleocapsid	-8.60
3827	tmprss2	-7.70
441278	protease	-6.90
441278	polymerase	-6.70
441278	papainlike	-6.70
441278	ace2	-8.40
441278	spike_rbd	-7.10
441278	nucleocapsid	-9.10
441278	tmprss2	-7.30
4543	protease	-6.50
4543	polymerase	-7.50
4543	papainlike	-6.50
4543	ace2	-7.40
4543	spike_rbd	-6.50
4543	nucleocapsid	-8.10
4543	tmprss2	-7.60
3046034	protease	-7.60
3046034	polymerase	-7.80
3046034	papainlike	-7.20
3046034	ace2	-8.30
3046034	spike_rbd	-6.80
3046034	nucleocapsid	-7.60
3046034	tmprss2	-7.80
23652731	protease	-6.70
23652731	polymerase	-7.20
23652731	papainlike	-6.20
23652731	ace2	-7.30
23652731	spike_rbd	-6.90
23652731	nucleocapsid	-7.70
23652731	tmprss2	-7.30
441199	protease	-6.50
441199	polymerase	-7.50
441199	papainlike	-6.40
441199	ace2	-7.50
441199	spike_rbd	-6.50
441199	nucleocapsid	-8.20
441199	tmprss2	-6.90
134043	protease	-7.60
134043	polymerase	-7.40
134043	papainlike	-7.30
134043	ace2	-8.30
134043	spike_rbd	-6.60
134043	nucleocapsid	-7.60
134043	tmprss2	-7.80
5487427	protease	-6.20
5487427	polymerase	-6.60
5487427	papainlike	-6.50
5487427	ace2	-6.80
5487427	spike_rbd	-6.20
5487427	nucleocapsid	-7.90
5487427	tmprss2	-6.70
6005	protease	-7.10
6005	polymerase	-7.80
6005	papainlike	-6.50
6005	ace2	-7.70
6005	spike_rbd	-7.30
6005	nucleocapsid	-8.90
6005	tmprss2	-7.00
2789	protease	-6.60
2789	polymerase	-7.20
2789	papainlike	-6.90
2789	ace2	-7.50
2789	spike_rbd	-6.60
2789	nucleocapsid	-8.00
2789	tmprss2	-7.10
5388962	protease	-6.70
5388962	polymerase	-6.90
5388962	papainlike	-6.80
5388962	ace2	-7.40
5388962	spike_rbd	-6.50
5388962	nucleocapsid	-8.20
5388962	tmprss2	-6.60
9904975	protease	-6.40
9904975	polymerase	-7.10
9904975	papainlike	-6.20
9904975	ace2	-7.10
9904975	spike_rbd	-6.70
9904975	nucleocapsid	-7.80
9904975	tmprss2	-6.40
5284627	protease	-7.20
5284627	polymerase	-6.90
5284627	papainlike	-6.60
5284627	ace2	-7.10
5284627	spike_rbd	-6.70
5284627	nucleocapsid	-8.70
5284627	tmprss2	-6.90
6604365	protease	-7.10
6604365	polymerase	-7.40
6604365	papainlike	-6.60
6604365	ace2	-7.70
6604365	spike_rbd	-6.70
6604365	nucleocapsid	-7.70
6604365	tmprss2	-6.80
28248394	protease	-6.50
28248394	polymerase	-7.10
28248394	papainlike	-7.20
28248394	ace2	-7.50
28248394	spike_rbd	-6.80
28248394	nucleocapsid	-8.10
28248394	tmprss2	-6.90
47641	protease	-6.70
47641	polymerase	-6.60
47641	papainlike	-5.80
47641	ace2	-8.20
47641	spike_rbd	-6.20
47641	nucleocapsid	-7.60
47641	tmprss2	-7.60
5360970	protease	-7.30
5360970	polymerase	-7.20
5360970	papainlike	-6.50
5360970	ace2	-7.50
5360970	spike_rbd	-6.50
5360970	nucleocapsid	-9.20
5360970	tmprss2	-6.90
441130	protease	-6.60
441130	polymerase	-6.70
441130	papainlike	-7.00
441130	ace2	-7.60
441130	spike_rbd	-6.30
441130	nucleocapsid	-8.80
441130	tmprss2	-6.50
51040	protease	-7.10
51040	polymerase	-7.00
51040	papainlike	-7.00
51040	ace2	-7.60
51040	spike_rbd	-7.20
51040	nucleocapsid	-7.70
51040	tmprss2	-7.60
6101829	protease	-6.60
6101829	polymerase	-7.20
6101829	papainlike	-6.70
6101829	ace2	-7.40
6101829	spike_rbd	-6.80
6101829	nucleocapsid	-8.30
6101829	tmprss2	-6.70
3034218	protease	-6.50
3034218	polymerase	-7.30
3034218	papainlike	-5.90
3034218	ace2	-7.00
3034218	spike_rbd	-6.30
3034218	nucleocapsid	-8.00
3034218	tmprss2	-6.30
73303	protease	-6.50
73303	polymerase	-7.00
73303	papainlike	-6.70
73303	ace2	-7.70
73303	spike_rbd	-6.60
73303	nucleocapsid	-8.90
73303	tmprss2	-7.40
92337	protease	-6.20
92337	polymerase	-7.00
92337	papainlike	-6.50
92337	ace2	-7.30
92337	spike_rbd	-7.70
92337	nucleocapsid	-8.00
92337	tmprss2	-7.00
124744945	protease	-6.60
124744945	polymerase	-6.90
124744945	papainlike	-6.00
124744945	ace2	-7.60
124744945	spike_rbd	-6.00
124744945	nucleocapsid	-8.10
124744945	tmprss2	-5.80
5284513	protease	-7.60
5284513	polymerase	-7.20
5284513	papainlike	-6.50
5284513	ace2	-7.50
5284513	spike_rbd	-7.20
5284513	nucleocapsid	-8.20
5284513	tmprss2	-7.10
73416446	protease	-6.60
73416446	polymerase	-8.00
73416446	papainlike	-5.40
73416446	ace2	-7.40
73416446	spike_rbd	-6.20
73416446	nucleocapsid	-8.10
73416446	tmprss2	-7.10
667477	protease	-7.00
667477	polymerase	-7.20
667477	papainlike	-5.90
667477	ace2	-7.50
667477	spike_rbd	-6.70
667477	nucleocapsid	-8.20
667477	tmprss2	-6.40
53465279	protease	-7.00
53465279	polymerase	-7.40
53465279	papainlike	-7.20
53465279	ace2	-7.80
53465279	spike_rbd	-6.80
53465279	nucleocapsid	-8.00
53465279	tmprss2	-6.70
637577	protease	-7.20
637577	polymerase	-7.00
637577	papainlike	-6.30
637577	ace2	-7.40
637577	spike_rbd	-6.70
637577	nucleocapsid	-7.50
637577	tmprss2	-6.20
68617	protease	-6.60
68617	polymerase	-7.00
68617	papainlike	-6.60
68617	ace2	-8.00
68617	spike_rbd	-6.90
68617	nucleocapsid	-8.00
68617	tmprss2	-7.40
158617	protease	-6.50
158617	polymerase	-7.30
158617	papainlike	-7.10
158617	ace2	-7.70
158617	spike_rbd	-6.50
158617	nucleocapsid	-8.30
158617	tmprss2	-6.80
41684	protease	-6.20
41684	polymerase	-7.30
41684	papainlike	-6.80
41684	ace2	-8.10
41684	spike_rbd	-6.70
41684	nucleocapsid	-7.60
41684	tmprss2	-7.20
6552023	protease	-6.90
6552023	polymerase	-7.10
6552023	papainlike	-6.70
6552023	ace2	-7.60
6552023	spike_rbd	-6.80
6552023	nucleocapsid	-9.10
6552023	tmprss2	-7.50
119182	protease	-6.10
119182	polymerase	-6.90
119182	papainlike	-6.20
119182	ace2	-6.50
119182	spike_rbd	-6.50
